,gray,violet,blue,green,yellow,orange,red,brown,target
,0.0 - 31.88,31.88 - 63.76,63.76 - 95.64,95.64 - 127.52,127.52 - 159.4,159.4 - 191.28,191.28 - 223.16,223.16 - 255.04,
551,15763,0,63994,0,0,46733,0,100646,1
552,15328,0,58768,0,0,59289,0,93751,1
553,24308,0,79758,0,0,45322,0,77748,0
554,20550,0,77839,0,0,41978,0,86769,0
555,17507,0,81243,0,0,40637,0,87749,0
556,34548,0,73479,0,0,33744,0,85365,0
557,6094,0,53558,0,0,62060,0,105424,1
558,14020,0,64518,0,0,32837,0,115761,1
559,6832,0,70726,0,0,62911,0,86667,1
560,13108,0,69517,0,0,49873,0,94638,1
561,6652,0,56216,0,0,64114,0,100154,1
562,8476,0,68398,0,0,43566,0,106696,1
563,9184,0,82595,0,0,49981,0,85376,1
564,23991,0,69045,0,0,32157,0,101943,1
565,15717,0,79497,0,0,51265,0,80657,1
566,12495,0,80758,0,0,39285,0,94598,1
567,26862,0,66519,0,0,40452,0,93303,0
568,14248,0,56600,0,0,51477,0,104811,1
569,36023,0,49946,0,0,65484,0,75683,1
570,17580,0,76267,0,0,36083,0,97206,1
571,17622,0,68523,0,380,52002,0,88609,1
572,23165,0,84956,0,0,38560,0,80455,0
573,22161,0,54769,0,0,55696,0,94510,1
574,20099,0,88831,0,0,40072,0,78134,0
575,13567,0,69451,0,0,43948,0,100170,1
576,20710,0,59917,0,0,53053,0,93456,1
577,30927,0,64546,0,0,40065,0,91598,0
578,6109,0,80825,0,0,36944,0,103258,1
579,14385,0,79734,0,0,33758,0,99259,1
580,30568,0,64752,0,0,39423,0,92393,0
581,49256,0,64295,0,853,26464,0,86268,1
582,9469,0,86969,0,0,42973,0,87725,0
583,8551,0,64051,0,0,42190,0,112344,1
584,14089,0,63453,0,0,53214,0,96380,1
585,20391,0,71335,0,0,44447,0,90963,0
586,32887,0,63968,0,0,46250,0,84031,0
587,17916,0,69503,0,0,47127,0,92590,1
588,6005,0,77988,0,0,48527,0,94616,1
589,38134,0,57625,0,1752,36370,0,93255,1
590,19165,0,76373,0,0,37096,0,94502,1
591,23714,0,82495,0,0,37152,0,83775,0
592,17089,0,68816,0,0,51369,0,89862,1
593,45346,0,48642,0,1532,44876,0,86740,1
594,39567,0,54406,0,1333,41852,0,89978,1
595,20368,0,88046,0,0,42205,0,76517,0
596,24368,0,77544,0,0,33281,0,91943,0
597,12778,0,77049,0,0,49711,0,87598,1
598,9747,0,69958,0,0,48088,0,99343,1
599,25235,0,69713,0,0,38376,0,93812,1
600,29120,0,63894,0,0,44094,0,90028,0
601,13777,0,63776,0,0,62944,0,86639,1
602,10450,0,46888,0,0,40628,0,129170,1
603,14290,0,72011,0,0,47369,0,93466,1
604,14142,0,75937,0,0,40571,0,96486,1
605,13865,0,64175,0,0,57826,0,91270,1
606,15143,0,84622,0,0,40477,0,86894,0
607,6771,0,74347,0,0,41432,0,104586,1
608,13909,0,60579,0,0,66731,0,85917,1
609,20888,0,89293,0,0,31923,0,85032,0
610,18109,0,63123,0,0,50912,0,94992,1
611,25903,0,87998,0,0,23264,0,89971,0
612,24409,0,83710,0,0,39674,0,79343,0
613,11943,0,52321,0,0,71667,0,91205,1
614,6133,0,70323,0,0,47930,0,102750,1
615,15658,0,56036,0,0,44971,0,110471,1
616,21459,0,86531,0,0,30951,0,88195,0
617,54987,0,75164,0,0,24233,0,72752,0
618,18351,0,61540,0,0,52395,0,94850,1
619,17397,0,65665,0,0,49304,0,94770,1
620,17548,0,84178,0,0,47683,0,77727,1
621,15290,0,65499,0,0,37955,0,108392,1
622,8989,0,89907,0,0,42658,0,85582,0
623,35090,0,67888,0,699,29451,0,94008,1
624,32860,0,67876,0,0,42775,0,83625,0
625,15996,0,72006,0,0,46842,0,92292,1
626,28209,0,65702,0,0,34846,0,98379,1
627,8556,0,50678,0,0,59125,0,108777,1
628,15461,0,86935,0,0,44644,0,80096,0
629,14845,0,75627,0,0,40815,0,95849,1
630,16285,0,59975,0,0,60165,0,90711,1
631,13056,0,81563,0,0,39461,0,93056,0
632,43391,0,67008,0,0,36931,0,79806,0
633,18964,0,67235,0,0,45113,0,95824,1
634,7224,0,88719,0,0,39248,0,91945,0
635,12924,0,82789,0,0,48315,0,83108,1
636,14616,0,61679,0,0,51874,0,98967,1
637,18033,0,66017,0,0,45187,0,97899,1
638,10798,0,86054,0,0,42855,0,87429,0
639,11430,0,43313,0,0,56279,0,116114,1
640,10009,0,70281,0,0,47176,0,99670,1
641,15090,0,80041,0,0,28426,0,103579,1
642,20958,0,53274,0,0,57612,0,95292,1
643,19625,0,71096,0,0,50759,0,85656,1
644,13249,0,56253,0,0,42853,0,114781,1
645,30792,0,55217,0,0,42424,0,98703,1
646,22958,0,62539,0,0,61155,0,80484,1
647,49710,0,70070,0,2278,32452,0,72626,1
648,10763,0,73408,0,0,45987,0,96978,1
649,16306,0,60919,0,0,44637,0,105274,1
650,12045,0,85188,0,0,39706,0,90197,0
651,29491,0,70097,0,0,46268,0,81280,0
652,14019,0,77279,0,0,45817,0,90021,0
653,10670,0,79544,0,0,44670,0,92252,0
654,5054,0,46913,0,0,68229,0,106940,1
655,11781,0,62190,0,0,59665,0,93500,1
656,6480,0,74813,0,0,46396,0,99447,1
657,17875,0,57854,0,0,71809,0,79598,1
658,13441,0,54071,0,0,73343,0,86281,1
659,33145,0,68108,0,0,41296,0,84587,0
660,14419,0,79412,0,0,52955,0,80350,1
661,13829,0,73436,0,0,38537,0,101334,1
662,16105,0,77913,0,0,44115,0,89003,0
663,13113,0,75846,0,0,32909,0,105268,1
664,41559,0,65133,0,6001,45308,0,69135,1
665,24423,0,67051,0,0,37166,0,98496,1
666,16488,0,92327,0,0,47417,0,70904,1
667,27679,0,65446,0,0,50642,0,83369,1
668,31824,0,66243,0,0,50418,0,78651,1
669,37457,0,64933,0,0,33250,0,91496,0
670,26981,0,45925,0,0,41379,0,112851,1
671,13080,0,55662,0,0,49642,0,108752,1
672,25713,0,52792,0,0,59120,0,89511,1
673,29708,0,73561,0,0,42703,0,81164,0
674,36946,0,72978,0,0,29760,0,87452,0
675,10042,0,55585,0,0,51268,0,110241,1
676,30430,0,80005,0,0,29048,0,87653,0
677,27648,0,65394,0,0,49062,0,85032,1
678,11910,0,69720,0,26,48690,0,96790,1
679,6330,0,82470,0,0,74967,0,63369,1
680,9246,0,97681,0,0,38829,0,81380,0
681,15753,0,61792,0,0,42069,0,107522,1
682,30596,0,65425,0,0,39041,0,92074,0
683,11294,0,78430,0,0,50975,0,86437,1
684,8816,0,63957,0,0,59785,0,94578,1
685,19999,0,72610,0,0,47237,0,87290,1
686,15781,0,75445,0,0,43593,0,92317,0
687,32063,0,73520,0,0,28236,0,93317,0
688,12141,0,83341,0,0,38213,0,93441,1
689,32315,0,69808,0,0,28030,0,96983,1
690,15852,0,81514,0,0,39414,0,90356,0
691,11301,0,86532,0,0,34597,0,94706,1
692,9383,0,61597,0,0,48694,0,107462,1
693,27539,0,53198,0,1408,43646,0,101345,1
694,24939,0,62036,0,0,49538,0,90623,1
695,16732,0,76642,0,0,46376,0,87386,0
696,17350,0,70437,0,0,33270,0,106079,1
697,27186,0,83979,0,0,44195,0,71776,0
698,11290,0,64798,0,0,43552,0,107496,1
699,23754,0,84562,0,0,34656,0,84164,0
700,16131,0,81108,0,0,36511,0,93386,1
701,17370,0,71948,0,0,31886,0,105932,1
702,9053,0,60774,0,0,68598,0,88711,1
703,47033,0,50633,0,2132,45655,0,81683,1
704,26870,0,89017,0,0,41970,0,69279,0
705,12363,0,69108,0,0,46837,0,98828,1
706,36730,0,50993,0,0,47626,0,91787,1
707,13666,0,68016,0,0,49373,0,96081,1
708,20117,0,68493,0,0,52927,0,85599,1
709,45020,0,63746,0,0,37631,0,80739,0
710,19088,0,59256,0,0,47004,0,101788,1
711,31047,0,65423,0,0,38519,0,92147,0
712,20501,0,61354,0,0,36946,0,108335,1
713,23912,0,74675,0,0,34020,0,94529,1
714,24028,0,81474,0,0,33848,0,87786,0
715,20750,0,54593,0,0,53869,0,97924,1
716,14382,0,66519,0,1117,65477,0,79641,1
717,28902,0,62027,0,0,36142,0,100065,1
718,14512,0,51974,0,0,71143,0,89507,1
719,34699,0,53031,0,2466,57842,0,79098,1
720,5534,0,66290,0,0,57944,0,97368,1
721,28108,0,58851,0,0,49214,0,90963,1
722,11950,0,75372,0,0,38319,0,101495,1
723,14879,0,91326,0,0,45848,0,75083,0
724,23685,0,56435,0,0,38306,0,108710,1
725,15836,0,64637,0,0,53279,0,93384,1
726,16243,0,60075,0,0,58270,0,92548,1
727,9161,0,77527,0,404,43755,0,96289,1
728,5554,0,76230,0,0,57299,0,88053,1
729,41555,0,71476,0,173,25220,0,88712,1
730,8969,0,68844,0,0,59071,0,90252,1
731,17913,0,52750,0,0,54855,0,101618,1
732,9483,0,86787,0,0,43756,0,87110,0
733,14502,0,49342,0,0,56425,0,106867,1
734,22157,0,55744,0,0,56053,0,93182,1
735,13736,0,84768,0,0,48697,0,79935,1
736,26831,0,69857,0,0,37932,0,92516,0
737,56139,0,43579,0,5501,48701,0,73216,1
738,23244,0,51939,0,0,47658,0,104295,1
739,22220,0,85131,0,0,38286,0,81499,0
740,21913,0,82148,0,0,40548,0,82527,0
741,5984,0,65794,0,0,65474,0,89884,1
742,19215,0,67513,0,0,41155,0,99253,1
743,15036,0,50877,0,0,31691,0,129532,1
744,18716,0,72698,0,0,35730,0,99992,1
745,5519,0,48062,0,0,57293,0,116262,1
746,9037,0,77284,0,0,48304,0,92511,1
747,15999,0,57832,0,0,44687,0,108618,1
748,26616,0,69472,0,0,41960,0,89088,0
749,18708,0,59229,0,0,42709,0,106490,1
750,14996,0,44103,0,0,63369,0,104668,1
751,5857,0,46701,0,0,78160,0,96418,1
752,20354,0,55824,0,3,43458,0,107497,1
753,14867,0,65950,0,0,34338,0,111981,1
754,29546,0,64634,0,0,46668,0,86288,1
755,12409,0,66273,0,0,37398,0,111056,1
756,23640,0,82280,0,0,42141,0,79075,0
757,13294,0,83206,0,0,43491,0,87145,0
758,16092,0,73666,0,0,46455,0,90923,1
759,38576,0,51141,0,5346,40970,0,91103,1
760,18267,0,50916,0,0,44637,0,113316,1
761,25273,0,72230,0,0,48683,0,80950,1
762,13569,0,72300,0,0,44384,0,96883,1
763,25448,0,88266,0,0,33666,0,79756,0
764,10455,0,65131,0,0,50756,0,100794,1
765,14003,0,86152,0,0,46864,0,80117,1
766,22975,0,63161,0,0,44364,0,96636,1
767,10476,0,84005,0,0,46982,0,85673,1
768,17509,0,72560,0,0,47439,0,89628,1
769,19772,0,55274,0,0,38426,0,113664,1
770,15827,0,87779,0,0,36752,0,86778,0
771,17774,0,70461,0,0,55560,0,83341,1
772,32066,0,83238,0,0,30232,0,81600,0
773,13719,0,66874,0,0,50426,0,96117,1
774,32110,0,73103,0,0,30846,0,91077,0
775,13806,0,67100,0,0,43708,0,102522,1
776,25111,0,64813,0,0,41713,0,95499,1
777,19065,0,74591,0,0,44610,0,88870,0
778,28773,0,64532,0,0,31619,0,102212,1
779,37157,0,73114,0,0,26760,0,90105,0
780,21760,0,67654,0,0,41769,0,95953,1
781,27345,0,71575,0,0,43331,0,84885,0
782,7557,0,65862,0,0,54529,0,99188,1
783,5065,0,56368,0,0,64445,0,101258,1
784,11956,0,84367,0,0,50626,0,80187,1
785,22626,0,72807,0,0,40141,0,91562,0
786,13530,0,68741,0,0,38402,0,106463,1
787,27978,0,64909,0,2254,43205,0,88790,1
788,21790,0,55166,0,0,48629,0,101551,1
789,31445,0,67628,0,552,34664,0,92847,1
790,6120,0,87986,0,0,45747,0,87283,0
791,33678,0,38271,0,4929,58521,0,91737,1
792,11021,0,81076,0,0,47381,0,87658,1
793,23187,0,72678,0,0,39869,0,91402,0
794,12046,0,64731,0,0,53220,0,97139,1
795,9222,0,62251,0,0,53942,0,101721,1
796,18174,0,61256,0,0,58438,0,89268,1
797,17064,0,60562,0,0,21533,0,127977,1
798,29828,0,82190,0,0,36484,0,78634,0
799,38750,0,66537,0,0,44857,0,76992,0
800,10674,0,78403,0,0,55257,0,82802,1
801,13904,0,54034,0,0,62867,0,96331,1
802,25250,0,56209,0,0,45170,0,100507,1
803,18280,0,60920,0,0,59484,0,88452,1
804,13238,0,69397,0,0,36379,0,108122,1
805,32427,0,58259,0,0,39989,0,96461,1
806,7868,0,76934,0,0,49666,0,92668,1
807,8834,0,76664,0,0,55149,0,86489,1
808,13157,0,64282,0,0,54833,0,94864,1
809,17824,0,78237,0,0,38555,0,92520,0
810,2567,0,45213,0,0,65793,0,113563,1
811,45249,0,59004,0,1220,44496,0,77167,1
812,17301,0,64480,0,2276,44222,0,98857,1
813,18021,0,79136,0,0,37237,0,92742,0
814,18022,0,58818,0,0,49923,0,100373,1
815,8989,0,75198,0,0,46221,0,96728,1
816,19986,0,61856,0,0,42602,0,102692,1
817,35740,0,68946,0,0,38176,0,84274,0
818,20614,0,76064,0,0,44196,0,86262,0
819,27196,0,54230,0,9,53323,0,92378,1
820,15403,0,74472,0,0,48261,0,89000,1
821,18346,0,75777,0,0,44878,0,88135,0
822,8977,0,79621,0,0,42828,0,95710,1
823,30265,0,70122,0,0,38923,0,87826,0
824,12177,0,66765,0,0,43048,0,105146,1
825,29170,0,59130,0,0,45817,0,93019,0
826,8783,0,64853,0,0,57285,0,96215,1
827,24116,0,80651,0,0,32286,0,90083,0
828,8415,0,79615,0,0,47001,0,92105,1
829,15169,0,78225,0,0,43586,0,90156,0
830,37237,0,55739,0,398,45475,0,88287,1
831,35249,0,59147,0,0,35838,0,96902,1
832,17636,0,67607,0,842,47690,0,93361,1
833,14626,0,69409,0,0,46171,0,96930,1
834,19393,0,62899,0,0,60128,0,84716,1
835,21954,0,69695,0,0,46755,0,88732,1
836,14198,0,72622,0,0,49330,0,90986,1
837,8470,0,53840,0,0,43847,0,120979,1
838,19085,0,69821,0,0,47166,0,91064,1
839,20125,0,60988,0,0,33813,0,112210,1
840,11011,0,79302,0,0,40751,0,96072,1
841,13233,0,69749,0,0,50202,0,93952,1
842,8665,0,78093,0,0,48939,0,91439,1
843,20660,0,49394,0,379,58944,0,97759,1
844,18984,0,103568,0,0,37146,0,67438,0
845,20435,0,84668,0,4,36641,0,85388,0
846,36475,0,66363,0,0,37361,0,86937,0
847,5843,0,66608,0,0,65818,0,88867,1
848,18335,0,74245,0,0,33461,0,101095,1
849,26664,0,55945,0,0,49420,0,95107,1
850,16110,0,70928,0,0,46567,0,93531,1
851,9927,0,92782,0,0,46857,0,77570,1
852,4131,0,65028,0,0,62297,0,95680,1
853,34002,0,61501,0,0,30412,0,101221,1
854,13794,0,66323,0,0,55508,0,91511,1
855,10714,0,80934,0,0,40489,0,94999,1
856,40317,0,55458,0,969,58188,0,72204,1
857,11128,0,64440,0,0,44629,0,106939,1
858,13382,0,74297,0,0,40052,0,99405,1
859,25897,0,61606,0,467,45892,0,93274,1
860,22838,0,76385,0,0,34919,0,92994,0
861,7458,0,76528,0,0,52116,0,91034,1
862,12502,0,61308,0,0,52064,0,101262,1
863,38134,0,63663,0,2539,43974,0,78826,1
864,12816,0,68615,0,0,47372,0,98333,1
865,10619,0,57568,0,0,62367,0,96582,1
866,13654,0,66181,0,0,46877,0,100424,1
867,12610,0,60473,0,0,54433,0,99620,1
868,24685,0,83498,0,0,25978,0,92975,0
869,23709,0,68066,0,0,49153,0,86208,1
870,9673,0,63260,0,0,56617,0,97586,1
871,18528,0,65765,0,0,36079,0,106764,1
872,7362,0,63363,0,0,57948,0,98463,1
873,16279,0,65213,0,0,51437,0,94207,1
874,8452,0,71423,0,0,55709,0,91552,1
875,28895,0,54916,0,0,61835,0,81490,1
876,15667,0,73721,0,0,43632,0,94116,1
877,36666,0,59451,0,0,49448,0,81571,1
878,14463,0,63475,0,0,39150,0,110048,1
879,19696,0,66299,0,0,51614,0,89527,1
880,21021,0,56053,0,0,49072,0,100990,1
881,24557,0,60561,0,0,54216,0,87802,1
882,12927,0,82922,0,0,47028,0,84259,1
883,16276,0,64593,0,0,46818,0,99449,1
884,29845,0,63513,0,0,44250,0,89528,0
885,12519,0,75823,0,0,35831,0,102963,1
886,12442,0,92962,0,0,46420,0,75312,1
887,8391,0,65475,0,0,51357,0,101913,1
888,9953,0,60865,0,0,50398,0,105920,1
889,14107,0,85250,0,0,37281,0,90498,0
890,40715,0,64826,0,2313,43381,0,75901,1
891,10635,0,65724,0,0,41723,0,109054,1
892,11795,0,60039,0,0,64422,0,90880,1
893,12431,0,83987,0,0,46728,0,83990,1
894,16373,0,59737,0,0,51750,0,99276,1
895,28393,0,61688,0,0,40356,0,96699,1
896,17978,0,82073,0,0,35351,0,91734,0
897,15766,0,95778,0,0,31915,0,83677,0
898,19559,0,67507,0,0,40381,0,99689,1
899,24163,0,72565,0,0,44135,0,86273,0
900,32334,0,73395,0,0,32191,0,89216,0
901,8100,0,70247,0,0,54177,0,94612,1
902,6834,0,65606,0,0,54849,0,99847,1
903,7725,0,65097,0,0,48301,0,106013,1
904,17891,0,77960,0,0,42370,0,88915,0
905,44138,0,51053,0,6609,47313,0,78023,1
906,33878,0,71364,0,0,43059,0,78835,0
907,24855,0,56302,0,0,54639,0,91340,1
908,12846,0,79286,0,0,46407,0,88597,1
909,30298,0,67570,0,0,52077,0,77191,1
910,19691,0,66905,0,0,58346,0,82194,1
911,21387,0,62289,0,0,45375,0,98085,1
912,16242,0,65219,0,0,40327,0,105348,1
913,22555,0,54920,0,0,48678,0,100983,1
914,31891,0,68619,0,0,43933,0,82693,0
915,10138,0,69197,0,0,53444,0,94357,1
916,20849,0,89289,0,0,27139,0,89859,0
917,29751,0,72204,0,0,31645,0,93536,1
918,38927,0,64412,0,0,37962,0,85835,0
919,27567,0,73383,0,0,41476,0,84710,0
920,15399,0,52466,0,0,61055,0,98216,1
921,51238,0,70731,0,0,22892,0,82275,0
922,16789,0,75486,0,0,37953,0,96908,1
923,20945,0,67275,0,0,46709,0,92207,1
924,34638,0,57982,0,0,40664,0,93852,1
925,23664,0,82960,0,0,37709,0,82803,0
926,17580,0,60236,0,0,40946,0,108374,1
927,17277,0,74786,0,538,38112,0,96423,1
928,14132,0,71854,0,0,48651,0,92499,1
929,12850,0,64144,0,0,56160,0,93982,1
930,19482,0,63010,0,0,47133,0,97511,1
931,13351,0,91295,0,0,35146,0,87344,0
932,5571,0,72602,0,0,53898,0,95065,1
933,27352,0,55421,0,4924,43637,0,95802,1
934,26066,0,60871,0,0,43901,0,96298,1
935,13755,0,60844,0,0,59740,0,92797,1
936,7419,0,58763,0,0,67591,0,93363,1
937,8373,0,83956,0,0,35310,0,99497,1
938,16752,0,66214,0,0,52664,0,91506,1
939,38812,0,50060,0,0,51605,0,86659,1
940,8030,0,45388,0,0,71444,0,102274,1
941,19937,0,44510,0,0,50873,0,111816,1
942,41804,0,62663,0,0,36778,0,85891,0
943,9599,0,77047,0,0,49831,0,90659,1
944,15340,0,90125,0,0,35507,0,86164,0
945,14424,0,58623,0,0,52516,0,101573,1
946,15299,0,71019,0,0,51729,0,89089,1
947,28965,0,70539,0,0,45864,0,81768,0
948,30920,0,72425,0,124,40540,0,83127,0
949,7666,0,65128,0,0,51695,0,102647,1
950,16125,0,65425,0,0,51882,0,93704,1
951,25396,0,77482,0,0,41674,0,82584,0
952,26810,0,66067,0,0,43692,0,90567,0
953,46999,0,63279,0,5463,39283,0,72112,1
954,23949,0,59454,0,0,44822,0,98911,1
955,6125,0,81330,0,0,51952,0,87729,1
956,19192,0,66663,0,0,39873,0,101408,1
957,21940,0,86316,0,0,32375,0,86505,0
958,5993,0,69851,0,0,36852,0,114440,1
959,15823,0,69900,0,0,37057,0,104356,1
960,20938,0,66835,0,0,52861,0,86502,1
961,23777,0,75290,0,0,35297,0,92772,0
962,14083,0,65886,0,418,53190,0,93559,1
963,14263,0,68116,0,0,44021,0,100736,1
964,11985,0,74105,0,0,44063,0,96983,1
965,12071,0,80343,0,0,51083,0,83639,1
966,16249,0,63894,0,0,45172,0,101821,1
967,7159,0,72268,0,0,49425,0,98284,1
968,28433,0,58544,0,0,48808,0,91351,1
969,16393,0,74804,0,0,33958,0,101981,1
970,9814,0,57488,0,0,78144,0,81690,1
971,19979,0,74532,0,0,46263,0,86362,0
972,9720,0,69744,0,0,53368,0,94304,1
973,29337,0,64835,0,0,42544,0,90420,0
974,26852,0,67327,0,0,42372,0,90585,0
975,18484,0,66598,0,0,39110,0,102944,1
976,10659,0,80034,0,0,47016,0,89427,1
977,29843,0,58859,0,0,40587,0,97847,1
978,9275,0,85134,0,0,51034,0,81693,1
979,12475,0,80900,0,0,48389,0,85372,1
980,20317,0,69151,0,0,39121,0,98547,1
981,21088,0,68624,0,0,47274,0,90150,1
982,5676,0,75214,0,0,43532,0,102714,1
983,27978,0,74210,0,1627,30544,0,92777,1
984,7504,0,58337,0,0,72271,0,89024,1
985,38464,0,67328,0,0,42645,0,78699,0
986,12491,0,49368,0,0,68883,0,96394,1
987,7022,0,86651,0,0,62226,0,71237,1
988,7693,0,68895,0,0,61193,0,89355,1
989,16863,0,57364,0,0,43466,0,109443,1
990,28670,0,65566,0,0,37819,0,95081,1
991,29653,0,52863,0,0,65528,0,79092,1
992,27564,0,72491,0,0,37724,0,89357,0
993,13019,0,81123,0,0,55984,0,77010,1
994,20024,0,78426,0,0,50189,0,78497,1
995,7623,0,62779,0,0,59758,0,96976,1
996,14704,0,65367,0,0,42197,0,104868,1
997,27141,0,73435,0,0,39855,0,86705,0
998,30780,0,43701,0,2156,65591,0,84908,1
999,10661,0,48363,0,0,75203,0,92909,1
