,gray,violet,blue,green,yellow,orange,red,brown
,0.0 - 31.88,31.88 - 63.76,63.76 - 95.64,95.64 - 127.52,127.52 - 159.4,159.4 - 191.28,191.28 - 223.16,223.16 - 255.04
393,8.21,0.0,29.7,0.0,0.0,21.67,0.0,40.41
394,9.09,0.0,26.76,0.0,0.0,22.31,0.0,41.84
395,7.01,0.0,27.26,0.0,0.0,25.44,0.0,40.28
396,3.46,0.0,34.34,0.0,0.0,23.32,0.0,38.88
397,4.79,0.0,25.02,0.0,0.0,27.73,0.0,42.47
398,12.26,0.0,35.65,0.0,0.0,10.37,0.0,41.72
399,10.4,0.0,27.23,0.0,0.0,19.98,0.0,42.4
400,9.22,0.0,28.49,0.0,0.0,21.77,0.0,40.52
401,7.05,0.0,29.31,0.0,0.0,20.38,0.0,43.26
402,9.72,0.0,25.53,0.0,0.01,20.98,0.0,43.76
403,12.35,0.0,24.1,0.0,0.0,22.19,0.0,41.36
404,10.9,0.0,35.18,0.0,0.33,18.88,0.0,34.71
405,3.09,0.0,28.98,0.0,0.0,15.16,0.0,52.77
406,5.65,0.0,33.32,0.0,0.0,22.44,0.0,38.58
407,6.74,0.0,29.23,0.0,0.0,19.09,0.0,44.94
408,12.22,0.0,29.17,0.0,2.12,20.8,0.0,35.69
409,10.24,0.0,42.59,0.0,0.0,15.3,0.0,31.88
410,2.17,0.0,35.14,0.0,0.0,22.66,0.0,40.04
411,3.4,0.0,37.71,0.0,0.0,18.98,0.0,39.91
412,4.58,0.0,31.98,0.0,0.0,25.68,0.0,37.76
413,12.55,0.0,25.78,0.0,0.0,22.71,0.0,38.96
414,9.61,0.0,24.38,0.0,0.0,22.58,0.0,43.44
415,8.01,0.0,33.58,0.0,0.0,20.2,0.0,38.21
416,15.0,0.0,28.97,0.0,0.0,13.92,0.0,42.11
417,8.66,0.0,27.72,0.0,0.0,14.75,0.0,48.87
418,16.03,0.0,20.42,0.0,0.59,25.36,0.0,37.59
419,21.67,0.0,30.97,0.0,0.0,12.11,0.0,35.25
420,5.27,0.0,28.49,0.0,0.0,20.5,0.0,45.75
421,12.33,0.0,30.56,0.0,0.0,20.62,0.0,36.48
422,9.37,0.0,33.36,0.0,0.0,16.95,0.0,40.33
423,16.97,0.0,27.37,0.0,0.0,15.88,0.0,39.78
424,2.07,0.0,31.17,0.0,0.0,23.6,0.0,43.16
425,2.95,0.0,27.08,0.0,0.0,24.69,0.0,45.28
426,6.62,0.0,26.95,0.0,0.0,30.56,0.0,35.87
427,2.45,0.0,28.48,0.0,0.0,21.24,0.0,47.83
428,8.28,0.0,35.54,0.0,0.0,19.13,0.0,37.05
429,11.47,0.0,31.13,0.0,0.0,15.54,0.0,41.86
430,4.6,0.0,39.17,0.0,0.0,14.52,0.0,41.71
431,11.21,0.0,30.1,0.0,0.0,19.87,0.0,38.82
432,5.4,0.0,26.38,0.0,0.0,25.1,0.0,43.12
433,3.3,0.0,27.57,0.0,0.0,26.16,0.0,42.96
434,5.13,0.0,24.82,0.0,0.0,26.15,0.0,43.89
435,5.5,0.0,32.93,0.0,0.0,18.46,0.0,43.12
436,5.6,0.0,34.9,0.0,0.0,18.83,0.0,40.67
437,1.66,0.0,24.81,0.0,0.0,33.94,0.0,39.58
438,7.12,0.0,32.57,0.0,0.0,18.99,0.0,41.32
439,14.62,0.0,25.32,0.0,0.0,14.57,0.0,45.49
440,6.74,0.0,23.38,0.0,0.0,25.3,0.0,44.58
441,10.93,0.0,23.0,0.0,0.72,25.16,0.0,40.2
442,21.98,0.0,21.3,0.0,1.17,18.61,0.0,36.93
443,16.41,0.0,34.22,0.0,0.11,11.56,0.0,37.69
444,6.19,0.0,34.63,0.0,0.0,20.23,0.0,38.94
445,23.13,0.0,24.03,0.0,0.0,15.96,0.0,36.88
446,9.22,0.0,29.36,0.0,0.08,21.3,0.0,40.03
447,9.95,0.0,29.44,0.0,0.0,20.49,0.0,40.12
448,4.6,0.0,33.92,0.0,0.0,19.86,0.0,41.62
449,5.57,0.0,33.78,0.0,0.0,25.67,0.0,34.99
450,8.41,0.0,22.19,0.0,0.0,19.44,0.0,49.97
451,4.95,0.0,25.9,0.0,0.0,29.82,0.0,39.33
452,5.35,0.0,32.0,0.0,0.0,23.15,0.0,39.51
453,6.04,0.0,26.62,0.0,0.0,24.63,0.0,42.71
454,4.3,0.0,25.67,0.0,0.0,29.55,0.0,40.48
455,12.39,0.0,30.08,0.0,0.0,13.82,0.0,43.71
456,13.13,0.0,36.91,0.0,0.0,14.24,0.0,35.72
457,2.9,0.0,21.6,0.0,0.0,25.48,0.0,50.03
458,3.37,0.0,27.58,0.0,0.0,22.1,0.0,46.96
459,18.45,0.0,21.72,0.0,0.98,21.16,0.0,37.69
460,9.17,0.0,30.95,0.0,0.0,24.42,0.0,35.46
461,8.7,0.0,35.09,0.0,0.0,20.87,0.0,35.34
462,8.26,0.0,31.63,0.0,0.0,19.27,0.0,40.84
463,3.52,0.0,26.29,0.0,0.0,21.38,0.0,48.8
464,13.37,0.0,33.94,0.0,0.0,17.0,0.0,35.69
465,6.12,0.0,23.99,0.0,0.0,25.08,0.0,44.8
466,20.52,0.0,23.29,0.0,0.62,22.47,0.0,33.1
467,6.51,0.0,35.17,0.0,0.0,19.14,0.0,39.18
468,4.2,0.0,27.97,0.0,0.0,30.59,0.0,37.23
469,21.96,0.0,20.28,0.0,3.44,21.04,0.0,33.27
470,6.97,0.0,29.67,0.0,0.0,16.14,0.0,47.22
471,8.66,0.0,29.66,0.0,0.0,26.18,0.0,35.5
472,17.57,0.0,24.37,0.0,0.04,18.55,0.0,39.47
473,13.55,0.0,32.75,0.0,0.0,14.72,0.0,38.99
474,6.42,0.0,28.36,0.0,0.0,22.01,0.0,43.21
475,9.78,0.0,33.59,0.0,0.0,10.0,0.0,46.62
476,15.67,0.0,15.96,0.0,0.18,27.31,0.0,40.88
477,11.73,0.0,32.69,0.0,0.0,15.22,0.0,40.37
478,11.44,0.0,31.67,0.0,0.29,14.13,0.0,42.47
479,8.64,0.0,29.12,0.0,0.0,15.85,0.0,46.39
480,6.5,0.0,20.9,0.0,0.0,25.28,0.0,47.32
481,7.37,0.0,25.28,0.0,0.0,23.93,0.0,43.42
482,7.21,0.0,31.73,0.0,0.0,18.75,0.0,42.31
483,8.01,0.0,30.87,0.0,0.0,22.84,0.0,38.28
484,5.16,0.0,29.16,0.0,0.0,22.46,0.0,43.21
485,2.73,0.0,27.44,0.0,0.0,26.16,0.0,43.67
486,3.09,0.0,33.7,0.0,0.0,23.18,0.0,40.03
487,6.7,0.0,31.7,0.0,0.0,23.73,0.0,37.87
488,8.09,0.0,21.19,0.0,0.76,20.87,0.0,49.09
489,8.45,0.0,31.93,0.0,0.0,15.9,0.0,43.72
490,9.4,0.0,32.59,0.0,0.0,11.78,0.0,46.22
491,4.35,0.0,35.3,0.0,0.0,20.8,0.0,39.55
492,10.0,0.0,23.02,0.0,0.0,18.19,0.0,48.79
493,8.79,0.0,39.38,0.0,0.01,17.58,0.0,34.25
494,16.06,0.0,25.15,0.0,0.0,15.86,0.0,42.93
495,8.78,0.0,27.81,0.0,0.0,21.44,0.0,41.97
496,5.6,0.0,23.89,0.0,0.0,25.2,0.0,45.31
497,9.38,0.0,30.96,0.0,0.0,18.5,0.0,41.17
498,5.05,0.0,43.83,0.0,0.0,15.43,0.0,35.68
499,4.62,0.0,30.37,0.0,0.0,26.08,0.0,38.93
500,5.44,0.0,31.07,0.0,0.0,18.22,0.0,45.27
501,2.72,0.0,29.07,0.0,0.0,24.56,0.0,43.65
502,9.21,0.0,32.95,0.0,0.0,21.4,0.0,36.44
503,14.52,0.0,33.47,0.0,0.1,14.05,0.0,37.86
504,12.54,0.0,23.55,0.0,0.0,19.31,0.0,44.6
505,7.51,0.0,20.75,0.0,0.0,22.41,0.0,49.33
506,8.8,0.0,31.17,0.0,0.0,18.32,0.0,41.71
507,8.57,0.0,38.51,0.0,0.0,19.38,0.0,33.54
508,12.4,0.0,35.93,0.0,0.0,16.57,0.0,35.1
509,9.61,0.0,36.62,0.0,0.0,17.74,0.0,36.03
510,13.72,0.0,28.01,0.0,0.0,13.33,0.0,44.94
511,11.38,0.0,37.09,0.0,0.0,15.94,0.0,35.59
512,0.63,0.0,24.82,0.0,0.0,39.41,0.0,35.14
513,6.86,0.0,23.27,0.0,0.0,26.78,0.0,43.1
514,7.02,0.0,19.21,0.0,0.0,25.44,0.0,48.33
515,13.15,0.0,30.03,0.0,0.0,12.56,0.0,44.25
516,1.17,0.0,25.18,0.0,0.0,36.13,0.0,37.52
517,8.76,0.0,31.8,0.0,0.0,16.89,0.0,42.54
518,7.18,0.0,22.8,0.0,0.02,24.96,0.0,45.04
519,9.23,0.0,35.35,0.0,0.0,15.22,0.0,40.2
520,3.18,0.0,27.84,0.0,0.0,22.44,0.0,46.54
521,6.12,0.0,31.51,0.0,0.0,19.5,0.0,42.87
522,7.51,0.0,19.98,0.0,0.0,26.2,0.0,46.3
523,6.49,0.0,37.5,0.0,0.0,14.09,0.0,41.92
524,11.72,0.0,27.4,0.0,0.0,17.47,0.0,43.41
525,13.09,0.0,23.03,0.0,0.51,22.66,0.0,40.71
526,8.13,0.0,29.65,0.0,0.0,16.21,0.0,46.01
527,10.97,0.0,28.05,0.0,0.0,21.25,0.0,39.74
528,4.25,0.0,36.5,0.0,0.0,15.82,0.0,43.43
529,9.02,0.0,30.84,0.0,0.0,17.47,0.0,42.67
530,12.27,0.0,30.62,0.0,0.0,21.93,0.0,35.18
531,7.49,0.0,33.63,0.0,0.0,18.9,0.0,39.97
532,11.29,0.0,29.16,0.0,0.0,18.39,0.0,41.16
533,2.8,0.0,25.24,0.0,0.0,25.45,0.0,46.5
534,3.89,0.0,21.46,0.0,0.0,25.63,0.0,49.02
535,8.1,0.0,33.0,0.0,0.0,16.8,0.0,42.09
536,20.76,0.0,23.36,0.0,0.0,16.31,0.0,39.57
537,9.64,0.0,25.0,0.0,0.0,16.52,0.0,48.84
538,9.03,0.0,35.59,0.0,0.0,16.77,0.0,38.61
539,9.72,0.0,33.6,0.0,0.0,20.06,0.0,36.63
540,4.7,0.0,33.04,0.0,0.0,23.92,0.0,38.35
541,2.65,0.0,31.54,0.0,0.0,18.85,0.0,46.97
542,4.65,0.0,22.75,0.0,0.0,16.41,0.0,56.2
543,11.8,0.0,33.13,0.0,0.0,15.29,0.0,39.78
544,7.13,0.0,32.43,0.0,0.0,21.85,0.0,38.59
545,14.37,0.0,26.31,0.0,0.0,18.92,0.0,40.4
546,15.87,0.0,24.72,0.0,0.0,16.93,0.0,42.49
547,10.29,0.0,30.89,0.0,0.0,16.8,0.0,42.01
548,4.58,0.0,22.93,0.0,0.0,28.33,0.0,44.17
549,5.25,0.0,29.59,0.0,0.0,27.69,0.0,37.47
550,6.57,0.0,33.05,0.0,0.0,21.6,0.0,38.78
551,6.94,0.0,28.17,0.0,0.0,20.57,0.0,44.31
552,6.75,0.0,25.87,0.0,0.0,26.1,0.0,41.28
553,10.7,0.0,35.11,0.0,0.0,19.95,0.0,34.23
554,9.05,0.0,34.27,0.0,0.0,18.48,0.0,38.2
555,7.71,0.0,35.77,0.0,0.0,17.89,0.0,38.63
556,15.21,0.0,32.35,0.0,0.0,14.86,0.0,37.58
557,2.68,0.0,23.58,0.0,0.0,27.32,0.0,46.41
558,6.17,0.0,28.41,0.0,0.0,14.46,0.0,50.97
559,3.01,0.0,31.14,0.0,0.0,27.7,0.0,38.16
560,5.77,0.0,30.61,0.0,0.0,21.96,0.0,41.67
561,2.93,0.0,24.75,0.0,0.0,28.23,0.0,44.09
562,3.73,0.0,30.11,0.0,0.0,19.18,0.0,46.97
563,4.04,0.0,36.36,0.0,0.0,22.0,0.0,37.59
564,10.56,0.0,30.4,0.0,0.0,14.16,0.0,44.88
565,6.92,0.0,35.0,0.0,0.0,22.57,0.0,35.51
566,5.5,0.0,35.55,0.0,0.0,17.3,0.0,41.65
567,11.83,0.0,29.29,0.0,0.0,17.81,0.0,41.08
568,6.27,0.0,24.92,0.0,0.0,22.66,0.0,46.14
569,15.86,0.0,21.99,0.0,0.0,28.83,0.0,33.32
570,7.74,0.0,33.58,0.0,0.0,15.89,0.0,42.8
571,7.76,0.0,30.17,0.0,0.17,22.89,0.0,39.01
572,10.2,0.0,37.4,0.0,0.0,16.98,0.0,35.42
573,9.76,0.0,24.11,0.0,0.0,24.52,0.0,41.61
574,8.85,0.0,39.11,0.0,0.0,17.64,0.0,34.4
575,5.97,0.0,30.58,0.0,0.0,19.35,0.0,44.1
576,9.12,0.0,26.38,0.0,0.0,23.36,0.0,41.15
577,13.62,0.0,28.42,0.0,0.0,17.64,0.0,40.33
578,2.69,0.0,35.58,0.0,0.0,16.27,0.0,45.46
579,6.33,0.0,35.1,0.0,0.0,14.86,0.0,43.7
580,13.46,0.0,28.51,0.0,0.0,17.36,0.0,40.68
581,21.69,0.0,28.31,0.0,0.38,11.65,0.0,37.98
582,4.17,0.0,38.29,0.0,0.0,18.92,0.0,38.62
583,3.76,0.0,28.2,0.0,0.0,18.57,0.0,49.46
584,6.2,0.0,27.94,0.0,0.0,23.43,0.0,42.43
585,8.98,0.0,31.41,0.0,0.0,19.57,0.0,40.05
586,14.48,0.0,28.16,0.0,0.0,20.36,0.0,37.0
587,7.89,0.0,30.6,0.0,0.0,20.75,0.0,40.76
588,2.64,0.0,34.34,0.0,0.0,21.36,0.0,41.66
589,16.79,0.0,25.37,0.0,0.77,16.01,0.0,41.06
590,8.44,0.0,33.62,0.0,0.0,16.33,0.0,41.61
591,10.44,0.0,36.32,0.0,0.0,16.36,0.0,36.88
592,7.52,0.0,30.3,0.0,0.0,22.62,0.0,39.56
593,19.96,0.0,21.42,0.0,0.67,19.76,0.0,38.19
594,17.42,0.0,23.95,0.0,0.59,18.43,0.0,39.61
595,8.97,0.0,38.76,0.0,0.0,18.58,0.0,33.69
596,10.73,0.0,34.14,0.0,0.0,14.65,0.0,40.48
597,5.63,0.0,33.92,0.0,0.0,21.89,0.0,38.57
598,4.29,0.0,30.8,0.0,0.0,21.17,0.0,43.74
599,11.11,0.0,30.69,0.0,0.0,16.9,0.0,41.3
600,12.82,0.0,28.13,0.0,0.0,19.41,0.0,39.64
601,6.07,0.0,28.08,0.0,0.0,27.71,0.0,38.14
602,4.6,0.0,20.64,0.0,0.0,17.89,0.0,56.87
603,6.29,0.0,31.7,0.0,0.0,20.85,0.0,41.15
604,6.23,0.0,33.43,0.0,0.0,17.86,0.0,42.48
605,6.1,0.0,28.25,0.0,0.0,25.46,0.0,40.18
606,6.67,0.0,37.26,0.0,0.0,17.82,0.0,38.26
607,2.98,0.0,32.73,0.0,0.0,18.24,0.0,46.05
608,6.12,0.0,26.67,0.0,0.0,29.38,0.0,37.83
609,9.2,0.0,39.31,0.0,0.0,14.05,0.0,37.44
610,7.97,0.0,27.79,0.0,0.0,22.41,0.0,41.82
611,11.4,0.0,38.74,0.0,0.0,10.24,0.0,39.61
612,10.75,0.0,36.85,0.0,0.0,17.47,0.0,34.93
613,5.26,0.0,23.04,0.0,0.0,31.55,0.0,40.15
614,2.7,0.0,30.96,0.0,0.0,21.1,0.0,45.24
615,6.89,0.0,24.67,0.0,0.0,19.8,0.0,48.64
616,9.45,0.0,38.1,0.0,0.0,13.63,0.0,38.83
617,24.21,0.0,33.09,0.0,0.0,10.67,0.0,32.03
618,8.08,0.0,27.09,0.0,0.0,23.07,0.0,41.76
619,7.66,0.0,28.91,0.0,0.0,21.71,0.0,41.72
620,7.73,0.0,37.06,0.0,0.0,20.99,0.0,34.22
621,6.73,0.0,28.84,0.0,0.0,16.71,0.0,47.72
622,3.96,0.0,39.58,0.0,0.0,18.78,0.0,37.68
623,15.45,0.0,29.89,0.0,0.31,12.97,0.0,41.39
624,14.47,0.0,29.88,0.0,0.0,18.83,0.0,36.82
625,7.04,0.0,31.7,0.0,0.0,20.62,0.0,40.63
626,12.42,0.0,28.93,0.0,0.0,15.34,0.0,43.31
627,3.77,0.0,22.31,0.0,0.0,26.03,0.0,47.89
628,6.81,0.0,38.27,0.0,0.0,19.66,0.0,35.26
629,6.54,0.0,33.3,0.0,0.0,17.97,0.0,42.2
630,7.17,0.0,26.4,0.0,0.0,26.49,0.0,39.94
631,5.75,0.0,35.91,0.0,0.0,17.37,0.0,40.97
632,19.1,0.0,29.5,0.0,0.0,16.26,0.0,35.14
633,8.35,0.0,29.6,0.0,0.0,19.86,0.0,42.19
634,3.18,0.0,39.06,0.0,0.0,17.28,0.0,40.48
635,5.69,0.0,36.45,0.0,0.0,21.27,0.0,36.59
636,6.43,0.0,27.16,0.0,0.0,22.84,0.0,43.57
637,7.94,0.0,29.06,0.0,0.0,19.89,0.0,43.1
638,4.75,0.0,37.89,0.0,0.0,18.87,0.0,38.49
639,5.03,0.0,19.07,0.0,0.0,24.78,0.0,51.12
640,4.41,0.0,30.94,0.0,0.0,20.77,0.0,43.88
641,6.64,0.0,35.24,0.0,0.0,12.51,0.0,45.6
642,9.23,0.0,23.45,0.0,0.0,25.36,0.0,41.95
643,8.64,0.0,31.3,0.0,0.0,22.35,0.0,37.71
644,5.83,0.0,24.77,0.0,0.0,18.87,0.0,50.53
645,13.56,0.0,24.31,0.0,0.0,18.68,0.0,43.46
646,10.11,0.0,27.53,0.0,0.0,26.92,0.0,35.43
647,21.89,0.0,30.85,0.0,1.0,14.29,0.0,31.97
648,4.74,0.0,32.32,0.0,0.0,20.25,0.0,42.7
649,7.18,0.0,26.82,0.0,0.0,19.65,0.0,46.35
650,5.3,0.0,37.51,0.0,0.0,17.48,0.0,39.71
651,12.98,0.0,30.86,0.0,0.0,20.37,0.0,35.78
652,6.17,0.0,34.02,0.0,0.0,20.17,0.0,39.63
653,4.7,0.0,35.02,0.0,0.0,19.67,0.0,40.62
654,2.23,0.0,20.65,0.0,0.0,30.04,0.0,47.08
655,5.19,0.0,27.38,0.0,0.0,26.27,0.0,41.16
656,2.85,0.0,32.94,0.0,0.0,20.43,0.0,43.78
657,7.87,0.0,25.47,0.0,0.0,31.61,0.0,35.04
658,5.92,0.0,23.81,0.0,0.0,32.29,0.0,37.99
659,14.59,0.0,29.99,0.0,0.0,18.18,0.0,37.24
660,6.35,0.0,34.96,0.0,0.0,23.31,0.0,35.38
661,6.09,0.0,32.33,0.0,0.0,16.97,0.0,44.61
662,7.09,0.0,34.3,0.0,0.0,19.42,0.0,39.18
663,5.77,0.0,33.39,0.0,0.0,14.49,0.0,46.35
664,18.3,0.0,28.68,0.0,2.64,19.95,0.0,30.44
665,10.75,0.0,29.52,0.0,0.0,16.36,0.0,43.36
666,7.26,0.0,40.65,0.0,0.0,20.88,0.0,31.22
667,12.19,0.0,28.81,0.0,0.0,22.3,0.0,36.7
668,14.01,0.0,29.16,0.0,0.0,22.2,0.0,34.63
669,16.49,0.0,28.59,0.0,0.0,14.64,0.0,40.28
670,11.88,0.0,20.22,0.0,0.0,18.22,0.0,49.68
671,5.76,0.0,24.51,0.0,0.0,21.86,0.0,47.88
672,11.32,0.0,23.24,0.0,0.0,26.03,0.0,39.41
673,13.08,0.0,32.39,0.0,0.0,18.8,0.0,35.73
674,16.27,0.0,32.13,0.0,0.0,13.1,0.0,38.5
675,4.42,0.0,24.47,0.0,0.0,22.57,0.0,48.54
676,13.4,0.0,35.22,0.0,0.0,12.79,0.0,38.59
677,12.17,0.0,28.79,0.0,0.0,21.6,0.0,37.44
678,5.24,0.0,30.7,0.0,0.01,21.44,0.0,42.61
679,2.79,0.0,36.31,0.0,0.0,33.01,0.0,27.9
680,4.07,0.0,43.01,0.0,0.0,17.1,0.0,35.83
681,6.94,0.0,27.2,0.0,0.0,18.52,0.0,47.34
682,13.47,0.0,28.8,0.0,0.0,17.19,0.0,40.54
683,4.97,0.0,34.53,0.0,0.0,22.44,0.0,38.06
684,3.88,0.0,28.16,0.0,0.0,26.32,0.0,41.64
685,8.8,0.0,31.97,0.0,0.0,20.8,0.0,38.43
686,6.95,0.0,33.22,0.0,0.0,19.19,0.0,40.64
687,14.12,0.0,32.37,0.0,0.0,12.43,0.0,41.08
688,5.35,0.0,36.69,0.0,0.0,16.82,0.0,41.14
689,14.23,0.0,30.73,0.0,0.0,12.34,0.0,42.7
690,6.98,0.0,35.89,0.0,0.0,17.35,0.0,39.78
691,4.98,0.0,38.1,0.0,0.0,15.23,0.0,41.7
692,4.13,0.0,27.12,0.0,0.0,21.44,0.0,47.31
693,12.12,0.0,23.42,0.0,0.62,19.22,0.0,44.62
694,10.98,0.0,27.31,0.0,0.0,21.81,0.0,39.9
695,7.37,0.0,33.74,0.0,0.0,20.42,0.0,38.47
696,7.64,0.0,31.01,0.0,0.0,14.65,0.0,46.7
697,11.97,0.0,36.97,0.0,0.0,19.46,0.0,31.6
698,4.97,0.0,28.53,0.0,0.0,19.17,0.0,47.33
699,10.46,0.0,37.23,0.0,0.0,15.26,0.0,37.05
700,7.1,0.0,35.71,0.0,0.0,16.07,0.0,41.11
701,7.65,0.0,31.68,0.0,0.0,14.04,0.0,46.64
702,3.99,0.0,26.76,0.0,0.0,30.2,0.0,39.06
703,20.71,0.0,22.29,0.0,0.94,20.1,0.0,35.96
704,11.83,0.0,39.19,0.0,0.0,18.48,0.0,30.5
705,5.44,0.0,30.43,0.0,0.0,20.62,0.0,43.51
706,16.17,0.0,22.45,0.0,0.0,20.97,0.0,40.41
707,6.02,0.0,29.95,0.0,0.0,21.74,0.0,42.3
708,8.86,0.0,30.16,0.0,0.0,23.3,0.0,37.69
709,19.82,0.0,28.07,0.0,0.0,16.57,0.0,35.55
710,8.4,0.0,26.09,0.0,0.0,20.69,0.0,44.81
711,13.67,0.0,28.8,0.0,0.0,16.96,0.0,40.57
712,9.03,0.0,27.01,0.0,0.0,16.27,0.0,47.7
713,10.53,0.0,32.88,0.0,0.0,14.98,0.0,41.62
714,10.58,0.0,35.87,0.0,0.0,14.9,0.0,38.65
715,9.14,0.0,24.04,0.0,0.0,23.72,0.0,43.11
716,6.33,0.0,29.29,0.0,0.49,28.83,0.0,35.06
717,12.72,0.0,27.31,0.0,0.0,15.91,0.0,44.06
718,6.39,0.0,22.88,0.0,0.0,31.32,0.0,39.41
719,15.28,0.0,23.35,0.0,1.09,25.47,0.0,34.82
720,2.44,0.0,29.19,0.0,0.0,25.51,0.0,42.87
721,12.37,0.0,25.91,0.0,0.0,21.67,0.0,40.05
722,5.26,0.0,33.18,0.0,0.0,16.87,0.0,44.68
723,6.55,0.0,40.21,0.0,0.0,20.19,0.0,33.06
724,10.43,0.0,24.85,0.0,0.0,16.86,0.0,47.86
725,6.97,0.0,28.46,0.0,0.0,23.46,0.0,41.11
726,7.15,0.0,26.45,0.0,0.0,25.65,0.0,40.75
727,4.03,0.0,34.13,0.0,0.18,19.26,0.0,42.39
728,2.45,0.0,33.56,0.0,0.0,25.23,0.0,38.77
729,18.3,0.0,31.47,0.0,0.08,11.1,0.0,39.06
730,3.95,0.0,30.31,0.0,0.0,26.01,0.0,39.73
731,7.89,0.0,23.22,0.0,0.0,24.15,0.0,44.74
732,4.18,0.0,38.21,0.0,0.0,19.26,0.0,38.35
733,6.38,0.0,21.72,0.0,0.0,24.84,0.0,47.05
734,9.75,0.0,24.54,0.0,0.0,24.68,0.0,41.02
735,6.05,0.0,37.32,0.0,0.0,21.44,0.0,35.19
736,11.81,0.0,30.76,0.0,0.0,16.7,0.0,40.73
737,24.72,0.0,19.19,0.0,2.42,21.44,0.0,32.23
738,10.23,0.0,22.87,0.0,0.0,20.98,0.0,45.92
739,9.78,0.0,37.48,0.0,0.0,16.86,0.0,35.88
740,9.65,0.0,36.17,0.0,0.0,17.85,0.0,36.33
741,2.63,0.0,28.97,0.0,0.0,28.83,0.0,39.57
742,8.46,0.0,29.72,0.0,0.0,18.12,0.0,43.7
743,6.62,0.0,22.4,0.0,0.0,13.95,0.0,57.03
744,8.24,0.0,32.01,0.0,0.0,15.73,0.0,44.02
745,2.43,0.0,21.16,0.0,0.0,25.22,0.0,51.19
746,3.98,0.0,34.03,0.0,0.0,21.27,0.0,40.73
747,7.04,0.0,25.46,0.0,0.0,19.67,0.0,47.82
748,11.72,0.0,30.59,0.0,0.0,18.47,0.0,39.22
749,8.24,0.0,26.08,0.0,0.0,18.8,0.0,46.88
750,6.6,0.0,19.42,0.0,0.0,27.9,0.0,46.08
751,2.58,0.0,20.56,0.0,0.0,34.41,0.0,42.45
752,8.96,0.0,24.58,0.0,0.0,19.13,0.0,47.33
753,6.55,0.0,29.04,0.0,0.0,15.12,0.0,49.3
754,13.01,0.0,28.46,0.0,0.0,20.55,0.0,37.99
755,5.46,0.0,29.18,0.0,0.0,16.47,0.0,48.89
756,10.41,0.0,36.22,0.0,0.0,18.55,0.0,34.81
757,5.85,0.0,36.63,0.0,0.0,19.15,0.0,38.37
758,7.08,0.0,32.43,0.0,0.0,20.45,0.0,40.03
759,16.98,0.0,22.52,0.0,2.35,18.04,0.0,40.11
760,8.04,0.0,22.42,0.0,0.0,19.65,0.0,49.89
761,11.13,0.0,31.8,0.0,0.0,21.43,0.0,35.64
762,5.97,0.0,31.83,0.0,0.0,19.54,0.0,42.65
763,11.2,0.0,38.86,0.0,0.0,14.82,0.0,35.11
764,4.6,0.0,28.67,0.0,0.0,22.35,0.0,44.38
765,6.17,0.0,37.93,0.0,0.0,20.63,0.0,35.27
766,10.12,0.0,27.81,0.0,0.0,19.53,0.0,42.55
767,4.61,0.0,36.98,0.0,0.0,20.68,0.0,37.72
768,7.71,0.0,31.95,0.0,0.0,20.89,0.0,39.46
769,8.7,0.0,24.34,0.0,0.0,16.92,0.0,50.04
770,6.97,0.0,38.65,0.0,0.0,16.18,0.0,38.21
771,7.83,0.0,31.02,0.0,0.0,24.46,0.0,36.69
772,14.12,0.0,36.65,0.0,0.0,13.31,0.0,35.93
773,6.04,0.0,29.44,0.0,0.0,22.2,0.0,42.32
774,14.14,0.0,32.18,0.0,0.0,13.58,0.0,40.1
775,6.08,0.0,29.54,0.0,0.0,19.24,0.0,45.14
776,11.06,0.0,28.53,0.0,0.0,18.36,0.0,42.04
777,8.39,0.0,32.84,0.0,0.0,19.64,0.0,39.13
778,12.67,0.0,28.41,0.0,0.0,13.92,0.0,45.0
779,16.36,0.0,32.19,0.0,0.0,11.78,0.0,39.67
780,9.58,0.0,29.79,0.0,0.0,18.39,0.0,42.24
781,12.04,0.0,31.51,0.0,0.0,19.08,0.0,37.37
782,3.33,0.0,29.0,0.0,0.0,24.01,0.0,43.67
783,2.23,0.0,24.82,0.0,0.0,28.37,0.0,44.58
784,5.26,0.0,37.14,0.0,0.0,22.29,0.0,35.3
785,9.96,0.0,32.05,0.0,0.0,17.67,0.0,40.31
786,5.96,0.0,30.26,0.0,0.0,16.91,0.0,46.87
787,12.32,0.0,28.58,0.0,0.99,19.02,0.0,39.09
788,9.59,0.0,24.29,0.0,0.0,21.41,0.0,44.71
789,13.84,0.0,29.77,0.0,0.24,15.26,0.0,40.88
790,2.69,0.0,38.74,0.0,0.0,20.14,0.0,38.43
791,14.83,0.0,16.85,0.0,2.17,25.76,0.0,40.39
792,4.85,0.0,35.69,0.0,0.0,20.86,0.0,38.59
793,10.21,0.0,32.0,0.0,0.0,17.55,0.0,40.24
794,5.3,0.0,28.5,0.0,0.0,23.43,0.0,42.77
795,4.06,0.0,27.41,0.0,0.0,23.75,0.0,44.78
796,8.0,0.0,26.97,0.0,0.0,25.73,0.0,39.3
797,7.51,0.0,26.66,0.0,0.0,9.48,0.0,56.34
798,13.13,0.0,36.19,0.0,0.0,16.06,0.0,34.62
799,17.06,0.0,29.29,0.0,0.0,19.75,0.0,33.9
800,4.7,0.0,34.52,0.0,0.0,24.33,0.0,36.45
