,gray,violet,blue,green,yellow,orange,red,brown
,0.0 - 31.88,31.88 - 63.76,63.76 - 95.64,95.64 - 127.52,127.52 - 159.4,159.4 - 191.28,191.28 - 223.16,223.16 - 255.04
801,6.12,0.0,23.79,0.0,0.0,27.68,0.0,42.41
802,11.12,0.0,24.75,0.0,0.0,19.89,0.0,44.25
803,8.05,0.0,26.82,0.0,0.0,26.19,0.0,38.94
804,5.83,0.0,30.55,0.0,0.0,16.02,0.0,47.6
805,14.28,0.0,25.65,0.0,0.0,17.61,0.0,42.47
806,3.46,0.0,33.87,0.0,0.0,21.87,0.0,40.8
807,3.89,0.0,33.75,0.0,0.0,24.28,0.0,38.08
808,5.79,0.0,28.3,0.0,0.0,24.14,0.0,41.77
809,7.85,0.0,34.45,0.0,0.0,16.97,0.0,40.73
810,1.13,0.0,19.91,0.0,0.0,28.97,0.0,50.0
811,19.92,0.0,25.98,0.0,0.54,19.59,0.0,33.97
812,7.62,0.0,28.39,0.0,1.0,19.47,0.0,43.52
813,7.93,0.0,34.84,0.0,0.0,16.39,0.0,40.83
814,7.93,0.0,25.9,0.0,0.0,21.98,0.0,44.19
815,3.96,0.0,33.11,0.0,0.0,20.35,0.0,42.59
816,8.8,0.0,27.23,0.0,0.0,18.76,0.0,45.21
817,15.74,0.0,30.35,0.0,0.0,16.81,0.0,37.1
818,9.08,0.0,33.49,0.0,0.0,19.46,0.0,37.98
819,11.97,0.0,23.88,0.0,0.0,23.48,0.0,40.67
820,6.78,0.0,32.79,0.0,0.0,21.25,0.0,39.18
821,8.08,0.0,33.36,0.0,0.0,19.76,0.0,38.8
822,3.95,0.0,35.05,0.0,0.0,18.86,0.0,42.14
823,13.32,0.0,30.87,0.0,0.0,17.14,0.0,38.67
824,5.36,0.0,29.39,0.0,0.0,18.95,0.0,46.29
825,12.84,0.0,26.03,0.0,0.0,20.17,0.0,40.95
826,3.87,0.0,28.55,0.0,0.0,25.22,0.0,42.36
827,10.62,0.0,35.51,0.0,0.0,14.21,0.0,39.66
828,3.7,0.0,35.05,0.0,0.0,20.69,0.0,40.55
829,6.68,0.0,34.44,0.0,0.0,19.19,0.0,39.69
830,16.39,0.0,24.54,0.0,0.18,20.02,0.0,38.87
831,15.52,0.0,26.04,0.0,0.0,15.78,0.0,42.66
832,7.76,0.0,29.76,0.0,0.37,21.0,0.0,41.1
833,6.44,0.0,30.56,0.0,0.0,20.33,0.0,42.67
834,8.54,0.0,27.69,0.0,0.0,26.47,0.0,37.3
835,9.67,0.0,30.68,0.0,0.0,20.58,0.0,39.07
836,6.25,0.0,31.97,0.0,0.0,21.72,0.0,40.06
837,3.73,0.0,23.7,0.0,0.0,19.3,0.0,53.26
838,8.4,0.0,30.74,0.0,0.0,20.77,0.0,40.09
839,8.86,0.0,26.85,0.0,0.0,14.89,0.0,49.4
840,4.85,0.0,34.91,0.0,0.0,17.94,0.0,42.3
841,5.83,0.0,30.71,0.0,0.0,22.1,0.0,41.36
842,3.81,0.0,34.38,0.0,0.0,21.55,0.0,40.26
843,9.1,0.0,21.75,0.0,0.17,25.95,0.0,43.04
844,8.36,0.0,45.6,0.0,0.0,16.35,0.0,29.69
845,9.0,0.0,37.28,0.0,0.0,16.13,0.0,37.59
846,16.06,0.0,29.22,0.0,0.0,16.45,0.0,38.28
847,2.57,0.0,29.33,0.0,0.0,28.98,0.0,39.13
848,8.07,0.0,32.69,0.0,0.0,14.73,0.0,44.51
849,11.74,0.0,24.63,0.0,0.0,21.76,0.0,41.87
850,7.09,0.0,31.23,0.0,0.0,20.5,0.0,41.18
851,4.37,0.0,40.85,0.0,0.0,20.63,0.0,34.15
852,1.82,0.0,28.63,0.0,0.0,27.43,0.0,42.12
853,14.97,0.0,27.08,0.0,0.0,13.39,0.0,44.56
854,6.07,0.0,29.2,0.0,0.0,24.44,0.0,40.29
855,4.72,0.0,35.63,0.0,0.0,17.83,0.0,41.82
856,17.75,0.0,24.42,0.0,0.43,25.62,0.0,31.79
857,4.9,0.0,28.37,0.0,0.0,19.65,0.0,47.08
858,5.89,0.0,32.71,0.0,0.0,17.63,0.0,43.76
859,11.4,0.0,27.12,0.0,0.21,20.2,0.0,41.07
860,10.05,0.0,33.63,0.0,0.0,15.37,0.0,40.94
861,3.28,0.0,33.69,0.0,0.0,22.94,0.0,40.08
862,5.5,0.0,26.99,0.0,0.0,22.92,0.0,44.58
863,16.79,0.0,28.03,0.0,1.12,19.36,0.0,34.7
864,5.64,0.0,30.21,0.0,0.0,20.86,0.0,43.29
865,4.68,0.0,25.35,0.0,0.0,27.46,0.0,42.52
866,6.01,0.0,29.14,0.0,0.0,20.64,0.0,44.21
867,5.55,0.0,26.62,0.0,0.0,23.96,0.0,43.86
868,10.87,0.0,36.76,0.0,0.0,11.44,0.0,40.93
869,10.44,0.0,29.97,0.0,0.0,21.64,0.0,37.95
870,4.26,0.0,27.85,0.0,0.0,24.93,0.0,42.96
871,8.16,0.0,28.95,0.0,0.0,15.88,0.0,47.0
872,3.24,0.0,27.9,0.0,0.0,25.51,0.0,43.35
873,7.17,0.0,28.71,0.0,0.0,22.65,0.0,41.48
874,3.72,0.0,31.45,0.0,0.0,24.53,0.0,40.31
875,12.72,0.0,24.18,0.0,0.0,27.22,0.0,35.88
876,6.9,0.0,32.46,0.0,0.0,19.21,0.0,41.44
877,16.14,0.0,26.17,0.0,0.0,21.77,0.0,35.91
878,6.37,0.0,27.95,0.0,0.0,17.24,0.0,48.45
879,8.67,0.0,29.19,0.0,0.0,22.72,0.0,39.42
880,9.25,0.0,24.68,0.0,0.0,21.6,0.0,44.46
881,10.81,0.0,26.66,0.0,0.0,23.87,0.0,38.66
882,5.69,0.0,36.51,0.0,0.0,20.7,0.0,37.1
883,7.17,0.0,28.44,0.0,0.0,20.61,0.0,43.78
884,13.14,0.0,27.96,0.0,0.0,19.48,0.0,39.42
885,5.51,0.0,33.38,0.0,0.0,15.78,0.0,45.33
886,5.48,0.0,40.93,0.0,0.0,20.44,0.0,33.16
887,3.69,0.0,28.83,0.0,0.0,22.61,0.0,44.87
888,4.38,0.0,26.8,0.0,0.0,22.19,0.0,46.63
889,6.21,0.0,37.53,0.0,0.0,16.41,0.0,39.84
890,17.93,0.0,28.54,0.0,1.02,19.1,0.0,33.42
891,4.68,0.0,28.94,0.0,0.0,18.37,0.0,48.01
892,5.19,0.0,26.43,0.0,0.0,28.36,0.0,40.01
893,5.47,0.0,36.98,0.0,0.0,20.57,0.0,36.98
894,7.21,0.0,26.3,0.0,0.0,22.78,0.0,43.71
895,12.5,0.0,27.16,0.0,0.0,17.77,0.0,42.57
896,7.92,0.0,36.13,0.0,0.0,15.56,0.0,40.39
897,6.94,0.0,42.17,0.0,0.0,14.05,0.0,36.84
898,8.61,0.0,29.72,0.0,0.0,17.78,0.0,43.89
899,10.64,0.0,31.95,0.0,0.0,19.43,0.0,37.98
900,14.24,0.0,32.31,0.0,0.0,14.17,0.0,39.28
901,3.57,0.0,30.93,0.0,0.0,23.85,0.0,41.65
902,3.01,0.0,28.88,0.0,0.0,24.15,0.0,43.96
903,3.4,0.0,28.66,0.0,0.0,21.27,0.0,46.67
904,7.88,0.0,34.32,0.0,0.0,18.65,0.0,39.15
905,19.43,0.0,22.48,0.0,2.91,20.83,0.0,34.35
906,14.92,0.0,31.42,0.0,0.0,18.96,0.0,34.71
907,10.94,0.0,24.79,0.0,0.0,24.06,0.0,40.21
908,5.66,0.0,34.91,0.0,0.0,20.43,0.0,39.01
909,13.34,0.0,29.75,0.0,0.0,22.93,0.0,33.98
910,8.67,0.0,29.46,0.0,0.0,25.69,0.0,36.19
911,9.42,0.0,27.42,0.0,0.0,19.98,0.0,43.18
912,7.15,0.0,28.71,0.0,0.0,17.75,0.0,46.38
913,9.93,0.0,24.18,0.0,0.0,21.43,0.0,44.46
914,14.04,0.0,30.21,0.0,0.0,19.34,0.0,36.41
915,4.46,0.0,30.47,0.0,0.0,23.53,0.0,41.54
916,9.18,0.0,39.31,0.0,0.0,11.95,0.0,39.56
917,13.1,0.0,31.79,0.0,0.0,13.93,0.0,41.18
918,17.14,0.0,28.36,0.0,0.0,16.71,0.0,37.79
919,12.14,0.0,32.31,0.0,0.0,18.26,0.0,37.29
920,6.78,0.0,23.1,0.0,0.0,26.88,0.0,43.24
921,22.56,0.0,31.14,0.0,0.0,10.08,0.0,36.22
922,7.39,0.0,33.23,0.0,0.0,16.71,0.0,42.67
923,9.22,0.0,29.62,0.0,0.0,20.56,0.0,40.6
924,15.25,0.0,25.53,0.0,0.0,17.9,0.0,41.32
925,10.42,0.0,36.52,0.0,0.0,16.6,0.0,36.46
926,7.74,0.0,26.52,0.0,0.0,18.03,0.0,47.71
927,7.61,0.0,32.93,0.0,0.24,16.78,0.0,42.45
928,6.22,0.0,31.63,0.0,0.0,21.42,0.0,40.72
929,5.66,0.0,28.24,0.0,0.0,24.73,0.0,41.38
930,8.58,0.0,27.74,0.0,0.0,20.75,0.0,42.93
931,5.88,0.0,40.19,0.0,0.0,15.47,0.0,38.45
932,2.45,0.0,31.96,0.0,0.0,23.73,0.0,41.85
933,12.04,0.0,24.4,0.0,2.17,19.21,0.0,42.18
934,11.48,0.0,26.8,0.0,0.0,19.33,0.0,42.4
935,6.06,0.0,26.79,0.0,0.0,26.3,0.0,40.86
936,3.27,0.0,25.87,0.0,0.0,29.76,0.0,41.1
937,3.69,0.0,36.96,0.0,0.0,15.55,0.0,43.81
938,7.38,0.0,29.15,0.0,0.0,23.19,0.0,40.29
939,17.09,0.0,22.04,0.0,0.0,22.72,0.0,38.15
940,3.54,0.0,19.98,0.0,0.0,31.45,0.0,45.03
941,8.78,0.0,19.6,0.0,0.0,22.4,0.0,49.23
942,18.4,0.0,27.59,0.0,0.0,16.19,0.0,37.81
943,4.23,0.0,33.92,0.0,0.0,21.94,0.0,39.91
944,6.75,0.0,39.68,0.0,0.0,15.63,0.0,37.93
945,6.35,0.0,25.81,0.0,0.0,23.12,0.0,44.72
946,6.74,0.0,31.27,0.0,0.0,22.77,0.0,39.22
947,12.75,0.0,31.06,0.0,0.0,20.19,0.0,36.0
948,13.61,0.0,31.89,0.0,0.05,17.85,0.0,36.6
949,3.38,0.0,28.67,0.0,0.0,22.76,0.0,45.19
950,7.1,0.0,28.8,0.0,0.0,22.84,0.0,41.25
951,11.18,0.0,34.11,0.0,0.0,18.35,0.0,36.36
952,11.8,0.0,29.09,0.0,0.0,19.24,0.0,39.87
953,20.69,0.0,27.86,0.0,2.41,17.29,0.0,31.75
954,10.54,0.0,26.18,0.0,0.0,19.73,0.0,43.55
955,2.7,0.0,35.81,0.0,0.0,22.87,0.0,38.62
956,8.45,0.0,29.35,0.0,0.0,17.55,0.0,44.65
957,9.66,0.0,38.0,0.0,0.0,14.25,0.0,38.09
958,2.64,0.0,30.75,0.0,0.0,16.22,0.0,50.38
959,6.97,0.0,30.77,0.0,0.0,16.31,0.0,45.94
960,9.22,0.0,29.43,0.0,0.0,23.27,0.0,38.08
961,10.47,0.0,33.15,0.0,0.0,15.54,0.0,40.84
962,6.2,0.0,29.01,0.0,0.18,23.42,0.0,41.19
963,6.28,0.0,29.99,0.0,0.0,19.38,0.0,44.35
964,5.28,0.0,32.63,0.0,0.0,19.4,0.0,42.7
965,5.31,0.0,35.37,0.0,0.0,22.49,0.0,36.82
966,7.15,0.0,28.13,0.0,0.0,19.89,0.0,44.83
967,3.15,0.0,31.82,0.0,0.0,21.76,0.0,43.27
968,12.52,0.0,25.77,0.0,0.0,21.49,0.0,40.22
969,7.22,0.0,32.93,0.0,0.0,14.95,0.0,44.9
970,4.32,0.0,25.31,0.0,0.0,34.4,0.0,35.97
971,8.8,0.0,32.81,0.0,0.0,20.37,0.0,38.02
972,4.28,0.0,30.71,0.0,0.0,23.5,0.0,41.52
973,12.92,0.0,28.54,0.0,0.0,18.73,0.0,39.81
974,11.82,0.0,29.64,0.0,0.0,18.65,0.0,39.88
975,8.14,0.0,29.32,0.0,0.0,17.22,0.0,45.32
976,4.69,0.0,35.24,0.0,0.0,20.7,0.0,39.37
977,13.14,0.0,25.91,0.0,0.0,17.87,0.0,43.08
978,4.08,0.0,37.48,0.0,0.0,22.47,0.0,35.97
979,5.49,0.0,35.62,0.0,0.0,21.3,0.0,37.59
980,8.94,0.0,30.44,0.0,0.0,17.22,0.0,43.39
981,9.28,0.0,30.21,0.0,0.0,20.81,0.0,39.69
982,2.5,0.0,33.11,0.0,0.0,19.17,0.0,45.22
983,12.32,0.0,32.67,0.0,0.72,13.45,0.0,40.85
984,3.3,0.0,25.68,0.0,0.0,31.82,0.0,39.19
985,16.93,0.0,29.64,0.0,0.0,18.78,0.0,34.65
986,5.5,0.0,21.73,0.0,0.0,30.33,0.0,42.44
987,3.09,0.0,38.15,0.0,0.0,27.4,0.0,31.36
988,3.39,0.0,30.33,0.0,0.0,26.94,0.0,39.34
989,7.42,0.0,25.26,0.0,0.0,19.14,0.0,48.18
990,12.62,0.0,28.87,0.0,0.0,16.65,0.0,41.86
991,13.06,0.0,23.27,0.0,0.0,28.85,0.0,34.82
992,12.14,0.0,31.92,0.0,0.0,16.61,0.0,39.34
993,5.73,0.0,35.72,0.0,0.0,24.65,0.0,33.9
994,8.82,0.0,34.53,0.0,0.0,22.1,0.0,34.56
995,3.36,0.0,27.64,0.0,0.0,26.31,0.0,42.7
996,6.47,0.0,28.78,0.0,0.0,18.58,0.0,46.17
997,11.95,0.0,32.33,0.0,0.0,17.55,0.0,38.17
998,13.55,0.0,19.24,0.0,0.95,28.88,0.0,37.38
999,4.69,0.0,21.29,0.0,0.0,33.11,0.0,40.9
